a	?:en
rhodesia	?:Rhodésie
rhododendron	?:rhododendron
rhombus	?:barbue
rhone	?:Rhône
rhyme	?:rime
rhythm	?:rythme
rhythmic	?:rythmique
ribbon	?:ruban
rice	?:riz
rich	?:riche
richard	?:Richard
rickety	?:vieux
rid	?:débarrasser
riddle	?:énigme
ride	?:aller
ridiculous	?:ridicule
rifle	?:fusil
right	?:juste
righteous	?:juste
righthand	?:droit
rigid	?:rigide
rigour	?:austérité
rigourous	?:rigoureux
rill	?:ruisselet
rim	?:bord
ring	?:bague
rinse	?:rincer
riot	?:bagarre
rip	?:déchirer
ripe	?:fait
ripen	?:mûrir
rise	?:se soulever
risk	?:risque
risky	?:périlleux
rite	?:rite
rival	?:rival
river	?:rivière
rivet	?:rivet
rivulet	?:ruisselet
road	?:route
roam	?:voyager au loin
roar	?:gronder
roast	?:griller
roasted	?:grillé
rob	?:ravir
robber	?:ravisseur
robe	?:robe
robot	?:robot
robust	?:robuste
rock	?:rocher
rocket	?:fusée
rod	?:bâton
roe	?:chevreuil
rogue	?:canaille
role	?:rôle
roll	?:petit pain
roller	?:cylindre
roman	?:Romain
romania	?:Roumanie
romanian	?:Roumain
romantic	?:romantique
rome	?:Rome
roof	?:toit
room	?:chambre
rooster	?:coq
root	?:racine
rope	?:corde
rose	?:rose
rostrum	?:tribune
rot	?:pourrir
rotten	?:mauvais
rough	?:cru
round	?:autour de
roundabout	?:autour
rouse	?:inciter
route	?:route
routine	?:routine
row	?:tour
royal	?:royal
royalty	?:règne
rub	?:frotter
rubber	?:caoutchouc
rubbish	?:débris
rubble	?:débris
rubicon	?:Rubicon
rubidium	?:rubidium
rudder	?:gouvernail
rude	?:impoli
rudiments	?:alphabet
ruffian	?:apache
ruin	?:ruine
rule	?:gouvernement
ruler	?:dominateur
rules	?:réglement
rum	?:rhum
rumanian	?:roumain
rumor	?:réputation
rumour	?:réputation
rump	?:derrière
run	?:courir
rung	?:marche
rural	?:rural
rush	?:afflux
russia	?:Russie
russian	?:Russe
rust	?:rouille
rustle	?:sussurer
rye	?:seigle
régime	?:régime
rôle	?:rôle
sack	?:renvoyer
sacred	?:saint
sad	?:désolé
saddle	?:selle
sadness	?:souci
safe	?:sûr
safety	?:sécurité
sagacious	?:intelligent
sage	?:sage
sagittarius	?:Sagittaire
sahara	?:Sahara
sail	?:voile
sailor	?:marin
salad	?:salade
salami	?:salami
salary	?:salaire
sale	?:abattement
salesman	?:marchand
saliva	?:salive
salivate	?:baver
sallow	?:pâle
salmon	?:saumon
salon	?:salon
salt	?:sel
salute	?:accueillir
salvage	?:salut
salvation	?:salut
samaria	?:Samarie
same	?:même
sample	?:spécimen
sanction	?:sanction
sand	?:sable
sandal	?:sandale
sandwich	?:sandwich
sap	?:jus
sardina	?:Sardaigne
sardine	?:sardine
sardinia	?:Sardaigne
sardinian	?:Sarde
sassenach	?:Anglais
satan	?:Satan
satellite	?:satellite
satisfactory	?:satisfaisant
satisfied	?:satisfait
satisfy	?:satisfaire
saturate	?:saturer
saturday	?:samedi
saturn	?:Saturne
sauce	?:sauce
saucepan	?:casserole
saucer	?:soucoupe
sausage	?:saucisse
savage	?:sauvage
save	?:sauver
saw	?:scie
saxe	?:Saxe
saxon	?:Saxon
saxony	?:Saxe
saxophone	?:saxophone
say	?:dire
scald	?:saisir
scale	?:monter
scandal	?:scandale
scandinavia	?:Scandinavie
scandinavian	?:Scandinave
scanty	?:insuffisant
scar	?:cicatrice
scarce	?:insuffisant
scarcely	?:à peine
scatter	?:verser
scene	?:scène
scenery	?:paysage
scent	?:odeur
scheldt	?:Escaut
scheme	?:projet
scholar	?:savant
school	?:école
science	?:science
scientist	?:homme de science
scissors	?:ciseaux
scold	?:reprendre
score	?:adapter
scorpion	?:scorpion
scot	?:Ecossais
scotland	?:Ecosse
scotsman	?:Ecossais
scotswoman	?:Ecossaise
scoundrel	?:canaille
scourge	?:plaie
scout	?:reconnaissance
scrap	?:chiffon
scrape	?:gratter
scratch	?:griffer
scream	?:crier
screw	?:vis
screwdriver	?:tournevis
script	?:scénario
scuba	?:scaphandre autonome
scuffle	?:combat
scylla	?:Scylla
scythe	?:faux
sea	?:mer
seagull	?:mouette
seal	?:sceau
seam	?:joint
search	?:recherche
seasickness	?:mal de mer
seaside	?:bord
season	?:saison
seat	?:siège
seaweed	?:algue
seclude	?:isoler
second	?:seconde
secondary	?:secondaire
secret	?:secret
secretary	?:secrétaire
sect	?:secte
section	?:service
sector	?:secteur
secure	?:sûr
security	?:sécurité
seduce	?:détourner
see	?:voir
seed	?:graine
seek	?:chercher
seem	?:paraître
seemingly	?:apparemment
seemly	?:raisonnable
sein	?:Seine
seize	?:saisir
seizure	?:apoplexie
seldom	?:rarement
self	?:même
selfless	?:attaché
sell	?:vendre
semite	?:Sémite
semitic	?:sémitique
send	?:envoyer
sender	?:envoyeur
senegal	?:Sénégal
senegalese	?:Sénégalais
sensation	?:sentiment
sense	?:sentir
sensible	?:sage
sensitive	?:sensible
sentence	?:phrase
sentiment	?:sentiment
sentry	?:sentinelle
separate	?:particulier
separately	?:particulièrement
separation	?:abandon
september	?:septembre
septic	?:septique
serb	?:Serbe
serbia	?:Serbie
serene	?:serein
serfdom	?:servage
sergeant	?:sergent
series	?:série
serious	?:important
sermon	?:sermon
serpent	?:serpent
servant	?:serviteur
serve	?:servir
service	?:service
servitude	?:servage
session	?:session
set	?:ensemble
settle	?:s'abattre
settlement	?:possession
seven	?:sept
seventeen	?:dix‐sept
seventy	?:soixante‐dix
several	?:plusieurs
severe	?:sévère
severity	?:austérité
seville	?:Séville
sew	?:coudre
sewer	?:égout
sex	?:sexe
seychelles	?:Seychelles
shack	?:cabane
shackle	?:chaîne
shade	?:ombre
shadow	?:ombre
shaft	?:puits de mine
shaggy	?:poilu
shah	?:shah
shake	?:secouer
shallow	?:superficiel
shallowly	?:rapidement
shame	?:pouah
shanty	?:baraque
shape	?:forme
share	?:partie
shareholder	?:actionnaire
shark	?:requin
sharp	?:à l'heure
sharpen	?:aiguiser
sharpness	?:acuité
shatter	?:briser
shave	?:raser
shawl	?:châle
she	?:elle
sheaf	?:gerbe
shear	?:découper
shed	?:abri
sheep	?:mouton
sheet	?:feuille
shelf	?:rayon
shell	?:coque
shelter	?:abri
shepherd	?:pasteur
sheriff	?:shérif
shield	?:enseigne
shine	?:briller
ship	?:bateau
shipwreck	?:naufrage
shirt	?:chemise
shiver	?:trembler
shock	?:choc
shoe	?:chaussure
shoemaker	?:cordonnier
shoo	?:poursuivre
shoot	?:tirer
shop	?:magasin
shore	?:bord
short	?:court
shortage	?:manque
shortcoming	?:manque
shorten	?:raccourcir
shorts	?:culotte
should	?:devoir
shoulder	?:épaule
shoulderblade	?:omoplate
shout	?:crier
shove	?:faire glisser
shovel	?:pelle
show	?:montrer
showcase	?:vitrine
shower	?:douche
shrewd	?:avisé
shrill	?:aigu
shrink	?:se ratatiner
shrub	?:arbuste
shrug	?:hausser les épaules
shuffle	?:retourner
shut	?:fermer
shy	?:timide
siam	?:Thaïlande
siamese	?:thaïlandais
siberia	?:Sibérie
siberian	?:sibérien
sicilian	?:Sicilien
sicily	?:Sicile
sick	?:malade
sickle	?:serpe
side	?:côté
sideboard	?:armoire
sideral	?:astral
sidewalk	?:trottoir
siege	?:siège
sift	?:tamiser
sight	?:vue
sign	?:preuve
signal	?:signe
signature	?:signature
signify	?:signifier
silence	?:repos
silent	?:silencieux
silhouette	?:silhouette
silk	?:soie
silken	?:soyeux
sill	?:seuil
silver	?:argent
similar	?:pareil
simple	?:simple
sin	?:péché
since	?:comme
sincere	?:sincère
sincerity	?:sincérité
sing	?:chanter
singapore	?:Singapour
singaporean	?:Singapourien
singer	?:chanteur
single	?:célibataire
sink	?:rencontrer
sip	?:absorber
sir	?:monsieur
sister	?:sœur
sit	?:être assis
situation	?:situation
six	?:six
sixteen	?:seize
sixtieth	?:soixantième
sixty	?:soixante
sizable	?:majeur
size	?:taille
skate	?:raie
skeleton	?:squelette
skeptical	?:sceptique
sketch	?:esquisse
ski	?:ski
skilfulness	?:adresse
skill	?:adresse
skillful	?:habile
skillfulness	?:adresse
skimpy	?:maigre
skin	?:peau
skinny	?:maigre
skirt	?:jupe
skull	?:crâne
sky	?:ciel
skyjacker	?:pirate de l'air
skylight	?:lucarne
slab	?:plaque
slander	?:salir
slanting	?:oblique
slaughter	?:abattre
slaughterhouse	?:abattoir
slav	?:Slave
slave	?:esclave
slavic	?:slave
slavonian	?:Slavon
slay	?:tuer
sleep	?:dormir
sleeve	?:manche
slender	?:mince
slice	?:couper
slip	?:fiche
slipper	?:pantoufle
slippery	?:glissant
slope	?:côte
slot	?:sillon
slovak	?:Slovaque
slovakia	?:Slovaquie
slovene	?:Slovène
slovenia	?:Slovénie
slovenian	?:Slovène
slow	?:lent
slowly	?:lentement
slug	?:limace
sluice	?:écluse
slut	?:roulure
sly	?:malin
smack	?:faire du bruit avec les lèvres
small	?:petit
smart	?:malin
smash	?:briser
smear	?:étendre
smell	?:sentir
smile	?:sourire
smith	?:forgeron
smock	?:blouse longue
smoke	?:fumer
smooth	?:uni
snail	?:colimaçon
snake	?:serpent
snappy	?:perçant
snare	?:piège
sneer	?:ricaner
sneeze	?:éternuer
snifter	?:apéro
snore	?:ronfler
snorter	?:apéro
snow	?:neige
snowdrop	?:perce‐neige
snowflake	?:flocon de neige
so	?:si
soak	?:tremper
soap	?:savon
sober	?:sobre
soccer	?:football
social	?:social
socialism	?:socialisme
society	?:société
sock	?:chaussette
sodium	?:sodium
sofa	?:canapé
sofia	?:Sophie
soft	?:gentil
soil	?:terre
soiled	?:sale
solair	?:ensoleillé
solder	?:souder
soldier	?:soldat
sole	?:seul
solemn	?:solennel
solicitor	?:avocat
solid	?:solide
solidarity	?:solidarité
solitary	?:seul
solution	?:réponse d'un problème
solve	?:résoudre
somali	?:Somalien
somalia	?:Somalie
somalian	?:Somalien
somber	?:sombre
some	?:un
somebody	?:un
somehow	?:de façon ou d'autre
someone	?:un
someone's	?:de quelqu'un
something	?:quelque chose
sometime	?:un jour
sometimes	?:parfois
somewhat	?:une certaine quantité
somewhere	?:quelque part
son	?:fils
sonorous	?:sonore
sonourous	?:sonore
soon	?:bientôt
soot	?:suie
soothe	?:rassurer
sorcerer	?:sorcier
sorcery	?:charme
sore	?:ulcère
sorrel	?:bai
sorrow	?:abattement
sort	?:genre
soul	?:âme
sound	?:son
soup	?:soupe
sour	?:acide
source	?:source
south	?:sud
southern	?:austral
souvenir	?:souvenir
sovereign	?:souverain
sow	?:semer
space	?:espace
spaceman	?:astronaute
spacious	?:large
spade	?:creuser
spades	?:piqûre
spain	?:Espagne
spaniard	?:Espagnol
spanish	?:langue espagnole
spanner	?:clef
spare	?:économiser
spark	?:étincelle
sparrow	?:moineau
sparta	?:Sparte
speak	?:parler
special	?:particulier
speciality	?:domaine
specially	?:surtout
species	?:espèce
specimen	?:spécimen
spectacle	?:spectacle
spectacles	?:lunettes
spectator	?:spectateur
speech	?:discours
speechless	?:muet
speed	?:vitesse
speedwell	?:véronique
speedy	?:prochain
spend	?:passer
sperm	?:sperme
sphere	?:sphère
spice	?:épice
spider	?:araignée
spiked	?:pointu
spin	?:filler la laine
spinach	?:épinard
spine	?:épine
spinster	?:célibataire
spiral	?:spirale
spirit	?:esprit
spit	?:jeter
spitsbergen	?:Spitzberg
splash	?:barboter
splender	?:pompe
splinter	?:éclat
split	?:fendre
spoil	?:gâcher
sponge	?:éponge
sponger	?:parasite
spontaneous	?:spontané
spool	?:bobine
spoon	?:cuillère
sport	?:sport
spot	?:place
spread	?:étendre
spring	?:source
springtime	?:printemps
sprinkle	?:joncher
spruce	?:épicéa
spur	?:inciter
spurt	?:jaillir
spy	?:espion
squad	?:compagnie
square	?:place
squash	?:potiron
squat	?:être accroupi
squeeze	?:serrer
squint	?:loucher
squire	?:chaperonner
squirrel	?:écureuil
squirt	?:projeter un liquide
stab	?:piquer
stable	?:ferme
stack	?:tas
stadium	?:stade
stage	?:stade
stagnate	?:stagner
staid	?:sérieux
stain	?:salir
stair	?:marche
staircase	?:escalier
stairs	?:escalier
stake	?:poteau
stale	?:purin
stalk	?:queue
stall	?:écurie
stallion	?:cheval entier
stammer	?:bégayer
stamp	?:timbre‐poste
stamped	?:affranchi
stanchion	?:poteau
stand	?:être debout
standard	?:drapeau
staple	?:parenthèse
star	?:star
start	?:début
state	?:état
statement	?:déclaration
station	?:station
statue	?:statue
stature	?:taille
statute	?:statut
stay	?:rester
steak	?:bifteck
steal	?:voler
steam	?:vapeur
steel	?:acier
steep	?:à pic
steer	?:conduire
steering	?:direction
stem	?:queue
stencil	?:modèle
step	?:pas
steppe	?:steppe
sterness	?:austérité
stevedore	?:arrimeur
stew	?:ragoût
stewardess	?:hôtesse de l'air
stewardship	?:intendance
stick	?:bâton
stiff	?:rigide
stiffling	?:étouffant
still	?:encore
stimulate	?:pousser à
stimulus	?:incitation
sting	?:piquer
stinginess	?:avarice
stingray	?:raie
stingy	?:avare
stipulation	?:condition
stir	?:battre
stitch	?:piquer
stock	?:stock
stocking	?:bas
stodgy	?:ennuyeux
stoke	?:chauffer
stomach	?:estomac
stone	?:pierre
stool	?:banquette
stoop	?:pencher
stop	?:arrêter
stopper	?:bouchon
store	?:magasin
storey	?:étage
stork	?:cigogne
storm	?:tempête
storming	?:assaut
story	?:histoire
stove	?:four
stow	?:mettre
straight	?:droit
straightforward	?:simple
strait	?:détroit
strange	?:étranger
stranger	?:inconnu
strap	?:courroie
strasbourg	?:Strasbourg
strategy	?:stratégie
straw	?:paille
strawberry	?:fraise
streak	?:raie
stream	?:courant
strech	?:remonter
street	?:rue
streetcar	?:tramway
strength	?:force
stress	?:accent
strew	?:joncher
strict	?:sévère
stride	?:pas
strike	?:rencontrer
string	?:corde
stringent	?:rigoureux
strip	?:bandeau
stripe	?:bande
stroke	?:caresse
stroll	?:promenade
stroller	?:promeneur
strong	?:fort
strongly	?:fortement
strontium	?:strontium
strop	?:cuir à rasoir
structure	?:structure
struggle	?:combat
stubborn	?:tenace
student	?:étudiant
studio	?:studio
study	?:étude
stuff	?:choses
stumble	?:trébucher
stupid	?:stupide
stupidly	?:stupidement
sturdy	?:robuste
sturgeon	?:esturgeon
stutter	?:bégayer
sty	?:écurie
style	?:style
styria	?:Styrie
styx	?:Styx
subdue	?:soumettre
subject	?:sujet
subjugate	?:soumettre
submit	?:soumettre
subordinate	?:inférieur
subscribe	?:s'abonner
subscriber	?:abonné
subscription	?:abonnement
subsequently	?:après
subsidy	?:subvention
substance	?:substance
substitute	?:remplacer
subterfuge	?:artifice
subtle	?:fin
subtract	?:soustraire
subtraction	?:soustraction
subversion	?:abattage
subvert	?:miner
subway	?:métro
succeed	?:arriver
success	?:succès
successor	?:successeur
such	?:comme
suck	?:sucer
suckle	?:allaiter
sudan	?:Soudan
sudanese	?:Soudanais
sudden	?:soudain
suddenly	?:tout à coup
suffer	?:souffrir
suffice	?:suffire
sufficient	?:suffisant
sufficiently	?:assez
suffix	?:suffixe
suffocate	?:étouffer
sugar	?:sucre
sugary	?:doucereux
suggest	?:indiquer
suit	?:être bon à
suitable	?:raisonnable
suitcase	?:valise
suite	?:suite
sulphur	?:soufre
sultry	?:étouffant
sum	?:somme
summarize	?:résumer
summary	?:réduction de texte
summer	?:été
summit	?:haut
summon	?:appeler
sun	?:soleil
sunbeam	?:rayon de soleil
sunday	?:dimanche
superb	?:magnifique
superficial	?:superficiel
superior	?:supérieur
superscription	?:inscription
supersign	?:accent
superstition	?:superstition
supervise	?:vérifier
supper	?:dîner
supply	?:réserve
support	?:maintenir
supporter	?:partisan
supporters	?:suite
suppose	?:supposer
supposition	?:hypothèse
suppress	?:étouffer
sure	?:sûr
surely	?:si
surface	?:haut
surgeon	?:chirurgien
surgery	?:chirurgie
surinam	?:Surinam
surinamer	?:Surinamien
surinamese	?:Surinamien
surly	?:maussade
surmise	?:prévoir
surpass	?:dépasser
surprise	?:surprise
surrender	?:abandon
surround	?:entourer
surroundings	?:alentours
susceptibility	?:recevabilité
suspect	?:se méfier
suspenders	?:bretelles
suspicion	?:méfiance
suspicious	?:sinistre
sustain	?:maintenir
sustained	?:permanent
swallow	?:avaler
swamp	?:marais
swan	?:cygne
swap	?:échanger
swarm	?:grouiller
swear	?:jurer
sweat	?:sueur
swede	?:Suédois
sweden	?:Suède
swedish	?:suédois
sweep	?:balayer
sweet	?:gentil
swell	?:gonfler
swift	?:rapide
swiftly	?:vite
swim	?:nager
swindle	?:frauder
swine	?:porc
swing	?:balancer
swirl	?:tourbilloner
swish	?:sussurer
swiss	?:Suisse
switch	?:tourner
switzerland	?:Suisse
swoon	?:s'évanouir
sycamore	?:érable
symbol	?:symbole
sympathetic	?:sympa
sympathy	?:sympathie
syndicate	?:syndicat
syria	?:Syrie
syrian	?:Syrien
syrup	?:sirop
system	?:système
table	?:table
tablet	?:liste
tabulation	?:liste
tackle	?:s'avancer
tact	?:mesure
tactic	?:tactique
tactics	?:tactique
tagus	?:Tage
tail	?:queue
tailor	?:tailleur
tails	?:habit
take	?:prendre
taking	?:achat
tale	?:relation
talent	?:don
talisman	?:amulette
talk	?:parler
tall	?:haut
talmud	?:Talmud
tame	?:dresser
tangerine	?:mandarine
tangier	?:Tanger
tangle	?:chaos
tank	?:char
tantalus	?:Tantale
tanzania	?:Tanzanie
tanzanian	?:Tanzanien
tap	?:rencontrer
tape	?:bande
tapestry	?:tapisserie
tar	?:goudron
tard	?:perçant
target	?:but
tart	?:acide
tartar	?:Tatare
tartness	?:aigreur
task	?:devoir
taskmaster	?:bailli
taste	?:goût
tasty	?:savoureux
tatar	?:tatare
tattler	?:bavard
tax	?:impôt
taxi	?:taxi
tea	?:thé
teach	?:apprendre
teacher	?:instituteur
team	?:équipe
teapot	?:théière
tear	?:déchirer
tease	?:taquiner
teat	?:mamelle
technics	?:technique
technique	?:technique
teetotalism	?:abstension totale d'alcool
teetotaller	?:personne qui ne
telegram	?:télégramme
telegraph	?:télégraphe
telephone	?:téléphone
television	?:télévision
tell	?:dire
telltale	?:bavard
temper	?:humeur
temperate	?:sobre
temperature	?:température
template	?:modèle
temple	?:temple
templet	?:modèle
temporary	?:provisoire
tempt	?:tenter
temptation	?:tentation
ten	?:dix
tenant	?:locataire
tendency	?:tendance
tender	?:offre
tenderness	?:tendresse
tension	?:tension
tent	?:tente
term	?:terme
terminate	?:finir
terms	?:condition
terrace	?:terrasse
terrain	?:terrain
terrestrial	?:terrestre
terrible	?:terrible
territory	?:territoire
terror	?:terreur
test	?:essayer
testament	?:testament
testicle	?:testicule
testify	?:démontrer
testimony	?:témoignage
teuton	?:Germain
teutonic	?:germain
texan	?:Texan
texas	?:Texas
text	?:texte
textile	?:textile
thai	?:Thaï
thailand	?:Thaïlande
thames	?:Tamise
than	?:que
thank	?:remercier
thankful	?:reconnaissant
thankless	?:ingrat
thanks	?:merci
that	?:que
thaw	?:fondre
the	?:la
theatre	?:théâtre
thee	?:t'
their	?:leur
them	?:les
theme	?:sujet
then	?:alors
theocracy	?:théocratie
theory	?:théorie
there	?:là
thereabout	?:autour
thereabouts	?:autour
thereafter	?:après
therefore	?:aussi
thermometer	?:thermomètre
these	?:ceci
thesis	?:thèse
they	?:on
thick	?:gros
thicken	?:grossir
thigh	?:cuisse
thimble	?:dé à coudre
thin	?:mince
thing	?:produit
things	?:choses
think	?:penser
third	?:tiers
thirst	?:soif
thirteen	?:treize
thirteenth	?:treizième
thirty	?:trente
this	?:celui‐ci
thisle	?:chardon
thorn	?:épine
thoroughgoing	?:radical
thou	?:vous
though	?:quoique
thought	?:pensée
thoughtfulness	?:précaution
thousand	?:mille
thread	?:fil
threat	?:menace
threaten	?:menacer
threatening	?:sinistre
three	?:trois
thresh	?:battre
threshold	?:seuil
throat	?:gorge
through	?:de
throw	?:jeter
thrush	?:grive
thrust	?:pousser
thumb	?:pouce
thunder	?:tonnerre
thursday	?:jeudi
thus	?:comme
tiber	?:Tibre
tiberius	?:Tibère
tibet	?:Tibet
tibetan	?:Tibétain
tick	?:tique
ticket	?:billet
tickle	?:chatouiller
tidbit	?:friandise
tide	?:marée
tidy	?:régler
tie	?:lien
tiger	?:tigre
tight	?:strict
tighten	?:serrer
tigris	?:Tigre
tile	?:carreau
till	?:jusqu'à
tillage	?:culture
tilt	?:incliner
timber	?:bois
time	?:temps
timid	?:timide
tin	?:tôle
tinkle	?:tinter
tint	?:teinte
tiny	?:miniscule
tip	?:pointe
tipsy	?:gris
tired	?:las
tiresome	?:ennuyeux
titanium	?:titane
title	?:titre
titmouse	?:mésange
to	?:en
toad	?:crapaud
toast	?:griller
tobacco	?:tabac
today	?:aujourd'hui
toe	?:doigt du pied
together	?:ensemble
togo	?:Togo
togoland	?:Togo
toilet	?:toilette
token	?:signe
tokyo	?:Tokyo
tolerate	?:tolérer
tomato	?:tomate
tomb	?:tombe
tomorrow	?:demain
ton	?:tonne
tone	?:ton
tongs	?:pinces
tongue	?:langue
tonsil	?:amygdale
too	?:aussi
tool	?:produit
tooth	?:dent
top	?:haut
topic	?:sujet
topical	?:actuel
topicality	?:actualité
torch	?:torche
torment	?:torture
torpedo	?:torpiller
torrent	?:flot
tortoise	?:tortue
torture	?:torture
total	?:total
touch	?:toucher
touching	?:attendrissant
tourism	?:tourisme
tousle	?:ébouriffer
tow	?:traîner
toward	?:en
towards	?:en
towel	?:serviette
tower	?:tour
town	?:ville
township	?:hameau
trace	?:impression
track	?:route
tractability	?:souplesse
tractable	?:conciliant
tractor	?:tracteur
trade	?:commerce
tradition	?:tradition
traffic	?:circulation
tragedy	?:tragédie
tragic	?:tragique
trailer	?:remorque
train	?:suite
trait	?:trait
trajectory	?:trajectoire
tram	?:tramway
tranquil	?:calme
transfer	?:dépasser
transform	?:résoudre
transformation	?:transformation
transgress	?:pécher
transgression	?:péché
transitive	?:transitif
translate	?:traduire
transmit	?:envoyer
transparant	?:limpide
transport	?:transporter
transylvania	?:Transylvanie
trap	?:piège
travel	?:voyager
traveller	?:voyageur
tray	?:plateau
treacherous	?:traître
tread	?:marcher sur
treasure	?:trésor
treat	?:traiter
tree	?:arbre
tremble	?:trembler
tressle	?:établi
treves	?:Trèves
trial	?:jugement
triangle	?:triangle
triangular	?:triangulaire
tribe	?:tribu
tribunal	?:tribunal
tribute	?:tribut
trick	?:artifice
trickery	?:artifice
trifle	?:bagatelle
trifling	?:mineur
trim	?:garnir
trip	?:voyage
trite	?:banal
triumph	?:triomphe
trojan	?:Troyen
trollop	?:roulure
trombone	?:trombone
troop	?:troupe
tropical	?:tropical
trot	?:trotter
trouble	?:problème
trough	?:auge
troupe	?:troupe
trousers	?:pantalon
trout	?:truite
troy	?:Troie
truce	?:trêve
truck	?:camion
truculent	?:bagarreur
true	?:véritable
truly	?:en fait
trump	?:atout
trumpet	?:trompette
truncate	?:mutiler
trunk	?:trompe
trust	?:foi
trustworthy	?:sûr
try	?:essayer
tub	?:cuve
tube	?:tube
tuesday	?:mardi
tug	?:tirer
tummy	?:ventre
tumult	?:bagarre
tuna	?:thon
tune	?:adapter
tungsten	?:tungstène
tunis	?:Tunis
tunisia	?:Tunesie
tunnel	?:tunnel
tunny	?:thon
tup	?:bélier
turin	?:Turin
turk	?:Turc
turkey	?:Turquie
turkmenistan	?:Turkménistan
turn	?:tour
turnip	?:navet
turnover	?:opération de caisse
tussle	?:se battre
tv	?:télévision
twelfth	?:douzième
twelve	?:douze
twentieth	?:vingtième
twenty	?:vingt
twig	?:rameau
twin	?:jumeau
twine	?:tisser
twins	?:jumeaux
twist	?:tordre
twitter	?:pépier
two	?:deux
type	?:type
typeset	?:composer
typewriter	?:machine à écrire
typhus	?:typhus
typical	?:représentatif
typist	?:dactylographe
tyrant	?:tyran
udder	?:pis
ugly	?:mauvais
ukraine	?:Ukraine
ukrainian	?:Ukrainien
ulcer	?:ulcère
ultimately	?:enfin
ulysses	?:Ulysse
umbrella	?:parapluie
umpire	?:arbitre
uncertain	?:vague
uncle	?:oncle
unclean	?:sale
uncouple	?:détacher
uncover	?:découvrir
under	?:sous
underground	?:métro
undermine	?:miner
underneath	?:sous
underpants	?:culotte
understand	?:comprendre
understanding	?:abord
undertake	?:entreprendre
undoubtedly	?:sans doute
undress	?:déshabiller
undulate	?:onduler
unfaithful	?:traître
unfortunately	?:malheureusement
ungrateful	?:ingrat
unhappy	?:malheureux
uniform	?:uniforme
unimportant	?:mineur
unintelligible	?:abracadabrant
unique	?:unique
unit	?:unité
unite	?:joindre
unity	?:unité
universe	?:univers
university	?:université
unkind	?:maussade
unknown	?:inconnu
unload	?:décharger
unlock	?:ouvrir
unmarried	?:célibataire
unpleasant	?:maussade
unripe	?:prématuré
unroll	?:expliquer
unsocial	?:antisocial
unsound	?:véreux
unthankful	?:ingrat
untidy	?:hirsute
untie	?:détacher
until	?:jusqu'à
untroubled	?:serein
upholster	?:rembourrer
upon	?:en
upper	?:supérieur
upset	?:renverser
upstairs	?:sur
ural	?:Oural
uranium	?:uranium
urchin	?:gamin
urge	?:pousser à
urgency	?:instance
urinate	?:pisser
uruguay	?:Uruguay
us	?:nous
usa	?:Etats‐Unis
use	?:recours
useful	?:utile
useless	?:inutile
usual	?:général
usually	?:ordinairement
uterus	?:utérus
utilize	?:exploiter
utter	?:répandre
vacant	?:vide
vacation	?:vacances
vaccinate	?:vacciner
vagina	?:vagin
vain	?:vain
valencia	?:Valence
valiant	?:courageux
valid	?:valable
valise	?:valise
valley	?:vallée
valuable	?:cher
value	?:valeur
valve	?:abattant
vanity	?:vanité
vapor	?:vapeur
vapour	?:vapeur
varied	?:divers
various	?:divers
varnish	?:vernis
vary	?:varier
vase	?:pot
vast	?:large
vat	?:cuve
vatican	?:Vatican
vault	?:voûte
veal	?:veau
vegetable	?:légume
vegetate	?:végéter
vehicle	?:voiture
veil	?:voile
vein	?:veine
velvet	?:velours
vend	?:vendre
vengeance	?:revanche
venice	?:Venise
ventilate	?:aérer
ventilator	?:aérateur
venture	?:risquer
venus	?:Vénus
verb	?:verbe
verbatim	?:littéralement
verdict	?:verdict
verge	?:accotement
verify	?:vérifier
verse	?:vers
vertebra	?:vertèbre
vertical	?:vertical
very	?:tout
vessel	?:bateau
vest	?:gilet
vex	?:chagriner
vibrate	?:vibrer
vibration	?:frisson
vicar	?:curé
vice	?:vice
vicious	?:malin
victim	?:victime
victoria	?:Victoria
vienna	?:Vienne
viennese	?:Viennois
vietnam	?:Viêt‐nam
vietnamese	?:Vietnamien
view	?:vue
viewpoint	?:point de vue
vigour	?:force
viking	?:Viking
vile	?:lâche
villa	?:villa
village	?:village
villager	?:villageois
vine	?:vigne
vinegar	?:vinaigre
violate	?:violer
violet	?:violet
violin	?:violon
viper	?:couleuvre
virgin	?:vierge
virginal	?:vierge
virus	?:virus
visa	?:visa
visible	?:visible
visigoth	?:Wisigoth
vision	?:vision
visit	?:visite
visitor	?:visiteur
vistula	?:Vistule
visé	?:visa
vixen	?:renarde
vocabulary	?:dictionnaire
vodka	?:vodka
voice	?:voix
void	?:vide
volcano	?:volcan
volga	?:Volga
volley	?:flot
volt	?:volt
voltage	?:tension
volume	?:volume
vomit	?:rendre
vosges	?:Vosges
vow	?:vœu
vowel	?:voyelle
voyage	?:voyage
vulcan	?:Vulcain
vulgar	?:vulgaire
vulgate	?:Vulgate
vulture	?:vautour
wadding	?:ouate
wade	?:marcher dans l'eau
waffle	?:gaufre
wage	?:salaire
wager	?:parier
wages	?:salaire
waggon	?:wagon
wail	?:se lamenter
wainscot	?:panneau
waist	?:taille
waistcoat	?:gilet
waistline	?:taille
wait	?:attendre
waiter	?:garçon
wake	?:se lever
walachia	?:Valachie
wales	?:Galles
walk	?:marcher
wall	?:mur
wallachia	?:Valachie
