'aeneid'	?:'Aeneis'
drubbing	?:Niederlage
drudge	?:schwer arbeiten
drudged	?:schwer gearbeitet
drudgeries	?:Schindereien
drudgery	?:Krampf
drudges	?:Sklaven
drudging	?:schwer arbeitend
drug	?:Medizin
drug-addicted	?:drogensüchtig
drug-contaminated	?:mit Medikamenten belastet
drug-induced	?:medikamentös herbeigeführt
drug-resistant	?:medikamentenunempfindlich
druggie	?:Junkie
druggies	?:Junkies
druggist	?:Apotheker
druggists	?:Apotheker
druggy	?:Junkie
drugs	?:Drogen
drugstore	?:Drogerie
drugstores	?:Drogerien
druid	?:Druide
druids	?:Druiden
drum	?:Fass
drumbeat	?:Trommelschlag
drumbeats	?:Trommelschläge
drumhead	?:Trommelfell
drumheads	?:Trommelfelle
drumlin	?:Drumlin
drumlins	?:Drumlins
drummed	?:getrommelt
drummer	?:Schlagzeuger
drummers	?:Schlagzeuger
drumming	?:Trommelgeräusch
drums	?:Zylinder
drumset	?:Schlagzeug
drumsets	?:Schlagzeuge
drumstick	?:Schlägel
drumsticks	?:Schlägel
drunk	?:voll
drunkard	?:Betrunkener
drunkards	?:Trinker
drunken	?:betrunken
drunkenness	?:Rausch
drunker	?:voller
drunkest	?:am vollsten
drunkometer	?:Atem-Alkoholmessgerät
drupaceous	?:Steinfrucht…
drupe	?:Steinfrucht
drupes	?:Steinfrüchte
druse	?:Druse
druses	?:Drusen
drusy	?:drusenförmig
druthers	?:freie Wahl
druzhina	?:Druschina
dry	?:langweilig
dry-cleaned	?:putzen lassen
dry-cleaning	?:Trockenreinigung
dry-point	?:Radierung
dryad	?:Waldnymphe
dryads	?:Waldnymphen
dryasdust	?:sterbenslangweilig
dryer	?:trockener
dryers	?:Trockner
dryest	?:am trockensten
dryhouse	?:Kaue
dryiing	?:erlöschend
drying	?:Trocknen
dryly	?:trocken
dryness	?:Trockenheit
drywall	?:Rigips
drywalling	?:Trockenbau
drywell	?:Luftbereich
drywells	?:Versickerungsschächte
dsl	?:DSL
dual	?:doppelt
dual-band	?:Zwei-Band…
dual-trace	?:Zweistrahl…
dual-use	?:mit doppeltem Verwendungszweck
dualfuel	?:mit zwei verschiedenen Brennstoffen
dualism	?:Dualismus
dualist	?:Dualist
dualistic	?:dualistisch
dualistically	?:dualistisch
dualists	?:Dualisten
duality	?:Dualität
duang	?:Rasamala
duathlon	?:Duathlon
dub	?:film, TV
dubai	?:Dubai
dubbed	?:gemischt
dubbin	?:Lederfett
dubbing	?:film, TV
dubiety	?:Zweifelhaftigkeit
dubious	?:fragwürdig
dubiously	?:zweifelhaft
dubiousness	?:Zweifelhaftigkeit
dublin	?:Dublin
dubrovnik	?:Dubrovnik
ducal	?:herzoglich
ducat	?:Dukaten
ducats	?:Dukaten
duchess	?:Herzogin
duchesses	?:Herzoginnen
duchies	?:Herzogtümer
duchy	?:Herzogtum
duck	?:Ente
duckbill	?:Schnabeltier
duckbills	?:Schnabeltiere
ducked	?:tauchte unter
ducking	?:duckend
duckling	?:Entchen
ducklings	?:Entchen
duckpond	?:Ententeich
duckponds	?:Ententeiche
ducks	?:taucht unter
duckweeds	?:Wasserlinsengewächse
ducky	?:Liebling
duct	?:Führung
ducted	?:mit einer Luftführung versehen
ductile	?:geschmeidig
ductility	?:Dehnbarkeit
ducting	?:Leitungssystem
ductings	?:Leitungssysteme
ductless	?:ganglos
ductor	?:Schaber
ducts	?:Schächte
ductwork	?:Leitungsverrohrung
dud	?:schlecht
dude	?:Alter
dudes	?:Leute
dudgeon	?:Groll
dudley	?:Dudley
duds	?:Klamotten
duduk	?:Duduk-Oboe
duduks	?:Duduk-Oboen
due	?:erwartet
duel	?:Duell
dueled	?:sich duelliert
dueler	?:Duellant
duelers	?:Duellanten
dueling	?:sich duellierend
duelist	?:Duellant
duelists	?:Duellanten
duelled	?:sich duelliert
duelling	?:sich duellierend
duels	?:Duelle
duero	?:Duero
dues	?:Beitrag
duet	?:Duett
duets	?:Duette
duff	?:zu vergessen
duffel	?:Düffel
duffels	?:Seesäcke
duffer	?:Dummkopf
duffers	?:Viehdiebe
duffle	?:Seesack
duffles	?:Seesäcke
dufrenite	?:Dufrenit
dufrenoysite	?:Dufrenoysit
dug	?:gestoßen
dugong	?:Gabelschwanzseekuh
dugout	?:Graben
dugouts	?:Gräben
dugs	?:Zitzen
duikers	?:Ducker
duisburg	?:Duisburg
duke	?:Herzog
dukedom	?:Herzogtum
dukedoms	?:Herzogtümer
dukes	?:Herzöge
dukhobor	?:Duchoborze
dukhobors	?:Duchoborzen
dulcet	?:gefällig
dulcian	?:Dulzian
dulcified	?:gesüßt
dulcifies	?:süßt
dulcify	?:süßen
dulcifying	?:süßend
dulciloquy	?:wohlklingende Sprechweise
dulcitol	?:Galaktit
dulcitone	?:Gabelklavier
dulcitones	?:Gabelklaviere
dull	?:dumm
dull-colored	?:mattfarbig
dull-edged	?:stumpf
dull-green	?:dunkelgrün
dull-grey	?:mattgrau
dull-witted	?:beschränkt
dullard	?:Dummkopf
dullards	?:Dummköpfe
dulled	?:geschwächt
duller	?:dümmer
dullest	?:am dümmsten
dulling	?:schwächen
dullness	?:Langsamkeit
dulls	?:trübt
dully	?:dumm
dulse	?:Lappentang
duly	?:richtig
dumas	?:Dumas
dumb	?:dumm
dumb-ass	?:Dumpfbacke
dumb-madness	?:Tollwut
dumbarse	?:Koffer
dumbarses	?:Idioten
dumbass	?:Koffer
dumbasses	?:Idioten
dumbbell	?:Hantel
dumbbell-shaped	?:hantelförmig
dumbbells	?:Hanteln
dumbed-down	?:vereinfacht
dumber	?:dümmer
dumbest	?:am dümmsten
dumbfounded	?:wie vom Schlag getroffen sein
dumbfoundedness	?:Fassungslosigkeit
dumbfounding	?:völlig frappierend
dumbly	?:stumm
dumbness	?:Stummheit
dumbo	?:Idiot
dumbsize	?:Belegschaft reduzieren, so
dumbstruck	?:sprachlos
dumdum	?:Teilmantelgeschoss
dummies	?:Schnuller
dummy	?:Schein…
dump	?:Lager
dumped	?:gekippt
dumper	?:Kipp-LKW
dumpers	?:Kipp-LKWs
dumpier	?:plumper
dumpiest	?:am plumpesten
dumpily	?:plump
dumpiness	?:Plumpheit
dumping	?:Einbringen
dumpling	?:Kloß
dumplings	?:Knödel
dumps	?:Lager
dumpsite	?:Kippe
dumpsites	?:Kippen
dumpster	?:Muldencontainer
dumpstering	?:Containern
dumpy	?:plump
dun	?:Fliege
dun-colored	?:mattfarbig
dunce	?:Idiot
dunces	?:Idioten
dunderhead	?:Idiot
dunderheaded	?:schwachköpfig
dunderheads	?:Idioten
dune	?:Düne
dunedin	?:Dunedin
dunes	?:Dünen
dung	?:Mist
dungaree	?:Baumwolldrillich
dungarees	?:Latzhose
dungeon	?:Kerker
dungeoned	?:eingekerkert
dungeoning	?:einkerkernd
dungeons	?:Kerker
dungheap	?:Misthaufen
dunghill	?:Dunghaufen
dunghills	?:Misthaufen
dunite	?:Dunit
dunk	?:er/sie/es taucht ein
dunked	?:er/sie/es tauchte ein
dunking	?:eintunkend
dunkirk	?:Dünkirchen
dunlin	?:Alpenstrandläufer
dunnage	?:Fasstransportgestell
dunned	?:angegangen
dunning	?:Mahnwesen
dunnock	?:Heckenbraunelle
duns	?:Fliegen
duo	?:Duo
duodecillion	?:Duodezillion
duodecimal	?:Duodezimal
duodenal	?:duodenal
duodenoduodenostomy	?:Zwölffingerdarm-Zwölffingerdarm-Anastomose
duodenorrhaphy	?:Duodenalverschluss
duodenum	?:Zwölffingerdarm
duofunctional	?:bifunktionell
duopolies	?:Duopole
duopolist	?:Duopolist
duopolists	?:Duopolisten
duopoly	?:Duopol
duos	?:Duos
duotone	?:Duplexdruck
duotrigintillion	?:Sexdezilliarde
duovigintillion	?:Duovigintillion
dupe	?:Duplikat
duped	?:reingelegt
duper	?:Gauner
dupers	?:Gauner
dupes	?:Duplikate
duping	?:hinters Licht führend
duplet	?:Duole
duplets	?:Duolen
duplex	?:doppelt
duplex-half	?:Doppelhaushälfte
duplex-halves	?:Doppelhaushälften
duplexer	?:Duplexer
duplexers	?:Duplexer
duplicable	?:duplizierbar
duplicate	?:doppelt
duplicated	?:wiederholt
duplicates	?:Doppel
duplicating	?:wiederholend
duplication	?:Wiederholung
duplications	?:Verdopplungen
duplicative	?:doppelt
duplicator	?:Vervielfältigungsapparat
duplicators	?:Vervielfältigungsapparate
duplicitous	?:irreführend
duplicity	?:Falschheit
dupp	?:zweiter Herzton
durability	?:Lebensdauer
durable	?:dauerhaft
durable-press	?:pflegeleicht
durableness	?:Langlebigkeit
durables	?:Gebrauchsgüter
durably	?:dauerhaft
durain	?:Mattkohle
duralinox	?:Duralinox
durance	?:Gefängnis
duration	?:Dauer
durban	?:Durban
duress	?:Zwang
durian	?:Durian
duricrust	?:Hartkruste
duricrusts	?:Hartkrusten
during	?:während
duroplasticity	?:Duroplastizität
durra	?:Milo
durum	?:Hartweizen
duscle	?:schwarzer Nachtschatten
dushanbe	?:Duschanbe
dusk	?:dunkeln
dusked	?:gedämmert
duskier	?:dunkler
duskiest	?:am dunkelsten
duskily	?:düster
duskiness	?:Düsterkeit
dusking	?:dämmernd
dusks	?:Abenddämmerungen
dusky	?:dunkel
dust	?:Staub
dust-bath	?:Staubbad
dust-free	?:staubfrei
dust-laden	?:staubig
dust-proof	?:staubdicht
dust-up	?:eine lautstarke Auseinandersetzung mit jdm. haben
dustbag	?:Staubbeutel
dustbags	?:Staubbeutel
dustbin	?:Mülltonne
dustbins	?:Mülltonnen
dustcart	?:Müllwagen
dustcarts	?:Müllwagen
dustcloth	?:Staubtuch
dustcloths	?:Staubtücher
dustcloud	?:Staubwolke
dustclouds	?:Staubwolken
dustcoat	?:Staubmantel
dustcoats	?:Staubmäntel
dusted	?:verstaubt
duster	?:Duster
dusters	?:Staubstürme
dustiness	?:Staubigkeit
dusting	?:Abstauben
dustlessness	?:Staubfreiheit
dustman	?:Müllmann
dustmen	?:Müllmänner
dustpan	?:Schippe
dustpans	?:Schippen
dustrag	?:Staubtuch
dustrags	?:Staubtücher
dusts	?:wischt Staub
dusty	?:staubig
dutch	?:niederländisch
dutchman	?:Niederländer
dutchmen	?:Niederländer
duteous	?:pflichtbewusst
duteously	?:pflichtbewusst
duteousness	?:Pflichtbewusstsein
dutiable	?:zollpflichtig
duties	?:Gebühren
dutiful	?:pflichtbewusst
dutifully	?:pflichtbewusst
dutifulness	?:Gehorsamkeit
duty	?:Aufgabe
duty-free	?:zollfrei
duvet	?:Daunendecke
duvets	?:Daunendecken
dvd	?:DVD
dwale	?:schwarze Tollkirsche
dwam	?:Lethargie
dwarf	?:Mini…
dwarfed	?:klein erscheinen lassen
dwarfing	?:in den Schatten stellend
dwarfish	?:Mini…
dwarfishly	?:winzig
dwarfishness	?:Winzigkeit
dwarfism	?:Zwergwuchs
dwarfs	?:stellt in den Schatten
dwarves	?:Zwerge
dweeb	?:Opfer
dwell	?:leben
dweller	?:Bewohner
dwellers	?:Bewohner
dwelling	?:lebend
dwellings	?:Wohnbauten
dwelt	?:gelebt
dwindle	?:abnehmen
dwindled	?:abgenommen
dwindles	?:schrumpft
dwindling	?:Abnehmen
dy	?:Dy
dyability	?:Anfärbbarkeit
dyable	?:Kabel ohne Geflecht
dyad	?:Doppelvektor
dyadic	?:dual
dybbuk	?:Dibbuk
dye	?:Färbung
dyeability	?:Färbbarkeit
dyed	?:gefärbt
dyed-in-the-wool	?:durch und durch
dyeing	?:Färbung
dyer	?:Färber
dyers	?:Färber
dyes	?:färbt
dyestuff	?:Farbstoff
dyestuffs	?:Farbstoffe
dyeworks	?:Färberei
dying	?:Sterben
dying-out	?:Verschwinden
dyke	?:Gang
dyked	?:eingedämmt
dykes	?:Lesben
dyking	?:Eindämmen
dynamic	?:dynamisch
dynamically	?:dynamisch
dynamicizer	?:Parallel-Serien-Umsetzer
dynamicizers	?:Parallel-Serien-Umsetzer
dynamics	?:Dynamik
dynamisation	?:Dynamisierung
dynamism	?:Dynamik
dynamite	?:Dynamit
dynamiter	?:politischer Bombenleger
dynamiters	?:Sprengstoffspezialisten
dynamization	?:Dynamisierung
dynamo	?:Dynamo
dynamo-electric	?:dynamoelektrisch
dynamo-hub	?:Nabendynamo
dynamometamophism	?:Dynamometamorphose
dynamometer	?:Leistungsprüfstand
dynamometers	?:Leistungsprüfstände
dynamos	?:Dynamos
dynastic	?:dynastisch
dynastically	?:dynastisch
dynasties	?:Dynastien
dynasty	?:Dynastie
dynaxity	?:Dynaxität
dyne	?:Dyn
dyno	?:Leistungsprüfstand
dynohub	?:Nabendynamo
dynohubs	?:Nabendynamos
dynos	?:Leistungsprüfstände
dyopolies	?:Duopole
dyopolist	?:Duopolist
dyopolists	?:Duopolisten
dyopoly	?:Duopol
dysarthria	?:Dysarthrie
dysarthrosis	?:Gelenksdeformität
dysautonomia	?:Dysautonomie
dyscalculia	?:Dyskalkulie
dyschondrogenesis	?:Knorpelbildungsstörung
dyschondroplasia	?:Knorpelfehlbildung
dyschromatopsia	?:Zweifarbensichtigkeit
dyschromia	?:Pigmentstörung
dyscrasia	?:Dyskrasie
dyscrasite	?:Dyskrasit
dysentery	?:Ruhr
dysfunction	?:Fehlfunktion
dysfunctional	?:funktionsgestört
dysgenesis	?:angeborene Fehlentwicklung
dysgeusia	?:Geschmackssinnstörung
dysgnathia	?:Kieferfehlstellung
dyshidrosis	?:anormales Schwitzen
dyskaryosis	?:Zellkernabnormität
dyskinesia	?:Dyskinesie
dyslalia	?:Stammeln
dyslectic	?:Legastheniker
dyslectics	?:Legastheniker
dyslexia	?:Legasthenie
dyslexic	?:Legastheniker
dyslexics	?:Legastheniker
dysmasesia	?:Kaustörung
dysmature	?:unreifes Neugeborenes
dysmenorrhea	?:Regelschmerzen
dysmenorrhoea	?:Regelschmerzen
dysmnesia	?:Gedächtnisschwäche
dysnystaxis	?:leichter Schlaf
dysoptia	?:Sehstörung
dysoptsia	?:Sehstörung
dyspareunia	?:schmerzhafter Koitus
dyspepsia	?:Verdauungsstörung
dyspeptic	?:pessimistisch
dysphagia	?:Dysphagie
dysphemism	?:Dysphemismus
dysphonia	?:Dysphonia
dysphoria	?:Missstimmung
dysplasia	?:Fehlentwicklung
dysplastic	?:dysplastisch
dyspnoea	?:Atemnot
dyspraxia	?:partielle Bewegungskoordinationsstörung
dysprosium	?:Dysprosium
dysproteinaemia	?:Bluteiweißstörung
dysregulation	?:Fehlregulation
dysspermatism	?:Ejakulationsschmerz
dysspermia	?:Ejakulationsschmerz
dystanasia	?:schmerzhafter Tod
dystaxia	?:Ataxie
dysthymia	?:chronische Depression
dysthymic	?:psychopathisch
dystonia	?:Dystonie
dystopia	?:Dystopie
dystopic	?:am falschen Ort
dystrophia	?:Degeneration
dystrophic	?:degeneriert
dystrophy	?:Dystrophie
dysuria	?:Dysurie
décalage	?:Schränkung
décolletage	?:Dekolleté
dégorgement	?:Hefeentfernung
démarche	?:diplomatisches Manöver
démodé	?:aus der Mode gekommen
déshabillé	?:spärliche Bekleidung
détente	?:Entspannung
dübendorf	?:Dübendorf
düsseldorf	?:Düsseldorf
e	?:Es
e-banking	?:E-Banking
e-business	?:E-Business
e-car	?:Elektroautos
e-card	?:elektronische Grußkarte
e-collar	?:Halskrause
e-commerce	?:elektronischer Handel
e-generation	?:Internet-Generation
e-learning	?:E-Learning
e-mail	?:E-Post
e-mall	?:Internet-Einkaufsportal
e-procurement	?:elektronische Beschaffung
e-region	?:E-Schicht
e-stop	?:Notstop
e-tailer	?:Internethändler
e-waste	?:E-Schrott
e-zine	?:Onlinemagazin
each	?:jeder
eager	?:begeistert
eagerly	?:eifrig
eagerness	?:Eifer
eagle	?:Adler
eagle-eyes	?:Argusaugen
eagles	?:Adler
eaglet	?:Adlerjunge
eaglets	?:Adlerjungen
eagre	?:Bore
eagres	?:Boren
ear	?:Ohr
ear-piercing	?:Es ging mir durch Mark und Bein.
ear-plug	?:Miniaturkopfhörer
ear-shot	?:Hörweite
ear-splitting	?:durchdringend
earache	?:Ohrenschmerzen
earaches	?:Ohrenschmerzen
earbuds	?:Ohrstöpsel
earcup	?:audio
earcups	?:Ohrmuscheln
eardrops	?:Ohrgehänge
eardrum	?:Trommelfell
earflap	?:Ohrenklappe
earflaps	?:Ohrenklappen
earful	?:sich was anhören müssen
earl	?:Graf
earldom	?:Grafenwürde
earlier	?:früher
earliest	?:am frühesten
earliness	?:Frühe
earlobe	?:Ohrläppchen
earlobes	?:Ohrläppchen
earls	?:Grafen
early	?:bald
earmark	?:markieren
earmarked	?:gekennzeichnet
earmarking	?:kennzeichnend
earmarks	?:markiert
earmuffs	?:Ohrenschützer
earn	?:verdienen
earned	?:verdient
earnest	?:ernst
earnestly	?:ernst
earnestness	?:Ernst
earning	?:eintragend
earnings	?:Gewinn
earnings-related	?:einkommensbezogen
earns	?:verdient
earphones	?:Kopfhörer
earpiece	?:Bügelende
earpieces	?:Bügelenden
earpiercing	?:ohrenbetäubend
earplug	?:Ohrstöpsel
earplugs	?:Ohrstöpsel
earring	?:Ohrring
earrings	?:Ohrringe
ears	?:Ohren
earscoop	?:Ohrlöffel
earshot	?:Hörweite
earsplitting	?:ohrenbetäubend
earth	?:Erde
earth-colored	?:erdfarben
earth-coloured	?:erdfarben
earth-moving	?:Erdarbeiten
earth-moving-machinery	?:Erdbaumaschinen
earth-orbiting	?:erdumkreisend
earth-shattering	?:welterschütternd
earthbound	?:in Richtung Erde unterwegs
earthed	?:geerdet
earthen	?:irden
earthenware	?:Steingut
earthfall	?:Erdrutsch
earthflow	?:Erdfließen
earthier	?:erdiger
earthiest	?:am erdigsten
earthiness	?:Ehrlichkeit
earthing	?:Erden
earthliness	?:Weltlichkeit
earthling	?:Erdbewohner
earthlings	?:Erdbewohner
earthly	?:Erd…
earthmover	?:Radlader
earthmovers	?:Radlader
earthnuts	?:Erdkastanien
earthquake	?:Erdbeben
earthquake-proof	?:erdbebensicher
earthquake-resistant	?:erdbebensicher
earthquakes	?:Erdbeben
earthshaking	?:welterschütternd
earthward	?:erdwärts
earthwork	?:Schanze
earthworks	?:Erdwälle
earthworm	?:Regenwurm
earthworms	?:Regenwürmer
earthy	?:derb
earwax	?:Ohrenschmalz
earwigs	?:Ohrwürmer
earwitness	?:Ohrenzeuge
earwitnesses	?:Ohrenzeugen
earworm	?:Ohrwurm
earworms	?:Ohrwürmer
ease	?:Ruhe
eased	?:entspannt
easeful	?:ruhig
easefully	?:ruhig
easel	?:Maler
easels	?:Staffeleien
easement	?:Erleichterung
easements	?:Erleichterungen
eases	?:erleichtert
easier	?:leichter
easiest	?:am einfachsten
easily	?:sicher
easiness	?:Leichtigkeit
easing	?:entspannend
east	?:Osten
east-westphalia	?:Ostwestfalen
eastbound	?:nach Osten
eastener	?:Ostdeutsche
easteners	?:Ostdeutschen
easter	?:Ostern
easterlies	?:Ostwinde
easterly	?:östlich
eastern	?:östlich
easterner	?:Ostländer
eastertide	?:Osterzeit
eastphalia	?:Ostfalen
eastphalian	?:Ostfale
eastphalians	?:Ostfalen
eastward	?:ostwärts
eastwardly	?:östlich
eastwards	?:ostwärts
easy	?:einfach
easy-care	?:pflegeleicht
easy-going	?:locker
easy-to-handle	?:bedienungsfreundlich
easy-to-use	?:bedienungsfreundlich
eat	?:essen
eatable	?:essbar
eatables	?:Fressalien
eaten	?:gegessen
eater	?:Esser
eateries	?:Restaurants
eaters	?:Esser
eatery	?:Restaurant
eathlings	?:Erdenbürger
eating	?:Was hat sie denn heute?
eau	?:Wasser
eau-de-cologne	?:Kölnisch Wasser
eaves	?:Traufe
eavesdroping	?:belauschend
eavesdropped	?:belauscht
eavesdropper	?:Horcher
eavesdroppers	?:Horcher
eavesdropping	?:Mithören
ebb	?:Ebbe
ebionites	?:Ebioniten
ebionitism	?:Ebionitismus
ebo	?:Ibo
eboans	?:Ibo
ebola	?:Ebola
ebon	?:schwarz wie Ebenholz
ebonics	?:afroamerikanisches Englisch
ebonist	?:Ebenist
ebonists	?:Ebenisten
ebonite	?:Hartgummi
ebony	?:Ebenholz
ebro	?:Ebro
ebrotidine	?:Ebrotidin
ebullience	?:Überschwänglichkeit
ebulliency	?:Überschwänglichkeit
ebullient	?:ausgelassen sein
ebulliently	?:überschäumend
ebulliometer	?:Ebullioskop
ebullioscopic	?:ebullioskopisch
ebullition	?:Sieden
ecad	?:Standortsform
ecads	?:Standortsformen
ecbolic	?:Wehenmittel
eccentric	?:ausgefallen
eccentrical	?:exzentrisch
eccentrically	?:exzentrisch
eccentricities	?:Exzentrizitäten
eccentricity	?:Schlag
eccentrics	?:Exzentriker
ecchymosed	?:mit Ekchymosen
ecchymosis	?:Ekchymose
ecchymotic	?:ekchymotisch
ecclesiastes	?:Buch Kohelet
ecclesiastic	?:Geistlicher
ecclesiastical	?:kirchlich
ecclesiastically	?:kirchlich
ecclesiastics	?:Geistliche
ecclesiology	?:Ekklesiologie
eccysis	?:Extrauteringravidität
ecdemonomania	?:Ekdemonomanie
ecdysis	?:Mauser
ecgonine	?:Ecgonin
echelon	?:Staffel
echidnas	?:Ameisenigel
echimyids	?:Stachelratten
echinaceas	?:Sonnenhüte
echinococciasis	?:Hundebandwurmerkrankung
echinococcosis	?:Hundebandwurmerkrankung
echinococcus	?:Hundebandwurmfinne
echinococcuses	?:Hundebandwurmfinnen
echinoderms	?:Stachelhäuter
echinoids	?:Echiniden
echo	?:wiederholen
echocardiogram	?:Herzultraschallbild
echocardiography	?:Herzultraschalluntersuchung
echoed	?:wiederholt
echoes	?:Echos
echograph	?:Echograf
echographs	?:Echografen
echography	?:Echografie
echoic	?:lautmalerisch
echoing	?:schallend
echolocation	?:Echoortung
eclampsia	?:Schwangerschaftskrampf
eclampsism	?:EPH-Syndrom
eclamptic	?:eklamptisch
eclamptogenetic	?:eklampsieauslösend
eclamptogenic	?:eklampsieauslösend
eclanamine	?:Eclanamin
eclectic	?:von/aus verschiedenen Quellen
eclectically	?:auswählend
eclecticism	?:Eklektizismus
eclectics	?:Eklektiker
eclipse	?:Finsternis
eclipse-blindness	?:Sonnenfinsternis-Blindheit
eclipsed	?:verdunkelt
eclipsing	?:verdunkelnd
ecliptic	?:Ekliptik
eclogite	?:Eklogit
eclogites	?:Eklogite
eclose	?:schlüpfen
eclosed	?:entpuppt
eclosing	?:entpuppend
eclosion	?:Entpuppung
eco	?:Vorwärmer
eco-	?:Öko…
eco-catastrophe	?:Umweltkatastrophe
eco-efficient	?:umwelteffizient
eco-factories	?:Ökofabriken
eco-factory	?:Ökofabrik
eco-freak	?:Ökofundi
eco-friendliness	?:Umweltfreundlichkeit
eco-friendly	?:umweltfreundlich
eco-label	?:Umweltzeichen
eco-parties	?:Ökoparteien
eco-party	?:Ökopartei
eco-roof	?:Dachbegrünung
eco-tax	?:Ökosteuer
eco-tech	?:Öko-Technologie
eco-technology	?:Öko-Technologie
eco-tourist	?:Ökotourist
eco-wacko	?:grüner Spinner
eco-warrior	?:Umweltaktivist
ecocide	?:Umweltvernichtung
ecocline	?:Ökokline
ecodeme	?:ökologische Rasse
ecofallow	?:ökologische Brache
ecofreak	?:Umweltfanatiker
ecofreaks	?:Umweltfanatiker
ecologic	?:ökologisch
ecological	?:Öko…
ecologically	?:ökologisch
ecologist	?:Ökologe
ecologists	?:Ökologen
ecology	?:Ökologie
ecology-conscious	?:umweltbewusst
ecolyzer	?:Ökoanalysator
ecolyzers	?:Ökoanalysatoren
econimist	?:Wirtschaftler
econobox	?:Sparmobil
econoboxes	?:Sparmobile
econometric	?:ökonometrisch
econometrics	?:Ökonometrie
economic	?:wirtschaftlich
economical	?:wirtschaftlich
economically	?:in wirtschaftlicher Hinsicht
economics	?:Wirtschaftswissenschaften
economies	?:Sparmaßnahmen
economisation	?:Einsparung
economise	?:sparen
economiser	?:Vorwärmer
economisers	?:Vorwärmer
economist	?:Ökonom
economists	?:Ökonomen
economization	?:Einsparung
economize	?:sparen
economized	?:einsparend
economizer	?:Sauerstoff-Sparregler
economizers	?:Vorwärmer
economizing	?:einsparend
economy	?:Wirtschaft
ecophysiological	?:ökophysiologisch
ecophysiology	?:Ökophysiologie
ecoregion	?:Ökoregion
ecoregions	?:Ökoregionen
ecos	?:Vorwärmer
ecoscience	?:Ökologie
ecospecies	?:ökologische Rasse
ecosphere	?:Biosphäre
ecospheres	?:Biosphären
ecostratigraphic	?:faziell
ecosystem	?:Ökosystem
ecosystemological	?:ökosystemar
ecosystemology	?:Ökosystemlehre
ecosystems	?:Ökosysteme
ecoterrorist	?:Umweltterrorist
ecoterrorists	?:Umweltterroristen
ecotone	?:Ökoton
ecotope	?:Standortraum
ecotopes	?:Standorträume
ecotourism	?:Ökotourismus
ecotoxicity	?:schädliche Wirkung auf die Umwelt
ecotoxicological	?:ökotoxikologisch
ecotoxicology	?:Ökotoxikologie
ecotype	?:ökologische Rasse
ecotyping	?:Ökotypen-Differenzierung
ecovillage	?:Ökodorf
ecphyma	?:warziger Auswuchs
ecru	?:naturfarben
ecstasies	?:Ekstasen
ecstasise	?:verzücken
ecstasised	?:verzückt
ecstasises	?:verzückt
ecstasising	?:verzückend
ecstasize	?:verzücken
ecstasized	?:verzückt
ecstasizes	?:verzückt
ecstasizing	?:verzückend
ecstasy	?:Ekstase
ecstatic	?:verzückt
ecstatically	?:verzückt
ectoenzyme	?:Ektoenzym
ectomy	?:Ektomie
ectomycorrhiza	?:Ektomykorrhiza
ectoparasite	?:Außenschmarotzer
ectopic	?:ektopisch
ectoplasm	?:Außenplasma
ectotherm	?:wechselwarm
ectotoxin	?:Ektotoxin
ectozoon	?:Außenschmarotzer
