woordenboek	n:dictionary
skeeler	n:skate|v:imperative
bestuur	n:management|v:imperative
besturen	v:to drive
starten	v:to start
begint	v:plural imperative
strijd	n:conflict|v:imperative
strijden	v:to fight
vastzitten	v:to be stuck
schaats	n:skate|v:imperative
aftroeven	v:to score off
ijskast	n:refrigerator
induiken	v:to enter
anderszins	adv:otherwise
bestuurder	n:driver
spugen	v:to spit
aju	?:bye
sperma	n:sperm
smartphone	n:smartphone
betonen	v:to show
medeleven	n:condolence
aanslag	n:deposit
militair	n:soldier|adj:military
afghaans	adj:Afghan
wonden	v:to wound
wond	n:wound|v:imperative
gaven	v:plural past indicative
missie	n:mission
patrouille	n:patrol
zelfmoord	n:suicide
zelf	n:self|adv:oneself
explosief	n:explosive|adj:explosive
afstand	n:distance
kamp	n:camp|v:imperative
ontploffing	n:explosion
ontploffen	v:to explode
voertuig	n:vehicle
pantservoertuig	n:armored vehicle (US)
pantser	n:armor (US)
verwonding	n:wound
momenteel	adv:at the moment
verplegen	v:to nurse
plegen	v:to care for
terugkeren	v:to return
keren	v:to turn around
schreef	n:line
moed	n:courage
voorspoedig	adj:successful
spoedig	adj:imminent|adv:soon
herstel	n:recovery|v:imperative
ondanks	prep:despite
toewensen	v:to wish
bleek	n:bleach|v:imperative|adj:pale
indruk	n:impression
motivatie	n:motivation
aantasten	v:to affect badly
plannen	v:to plan
doorgaan	v:to go through (with)
zulk	?:such
rechtszaak	n:lawsuit
landschap	n:landscape
scherper	n:pencil sharpener
legger	n:an animal that lays eggs
erkenden	v:plural past indicative
enkeling	n:single person
buik	n:belly
hospitaal	n:hospital
stonden	v:plural past indicative
wilden	v:plural past indicative
woordvoerder	n:spokesman or spokesperson
kampen	n:Kampen|v:to deal with
onbegrip	n:incomprehension
opblazen	v:to blow up
provinciehoofdstad	n:provincial capital
plaatsvinden	v:to take place
beveiligen	v:to protect
beveiliging	n:protection
beveiliger	n:guard
onveilig	adj:unsafe
aardschok	n:earthquake
titaan	n:titanium
mangaan	n:manganese
arseen	n:arsenic
jood	n:Jew
seleen	n:selenium
tantaal	n:tantalum
halogeen	n:halogen
alkeen	n:alkene
zuurstof	n:oxygen
droge	n:dry land|adj:plural attributive
deeltje	n:particle
hemellichaam	n:heavenly body
sacherijnig	adj:bad tempered
chagrijnig	adj:bad-tempered
chagrijn	n:chagrin
verveling	n:boredom
juut	n:synonym of politieagent
classis	n:a supracongregational
draadloos	adj:wireless
toont	v:plural imperative
bevriend	adj:friendly
vriendschap	n:friendship
zouden	v:plural past indicative
genoot	n:companion
zelfstandigheid	n:independence
herhaalde	v:singular past indicative
daarmee	adv:+ dat; therewith
verklaring	n:declaration
waarnemer	n:observer
waarneming	n:observation
waarnemen	v:to be acting
tijdelijk	adj:temporal|adv:temporarily
darm	n:intestine
nadat	?:after
sindsdien	adv:since then
mededeling	n:notice
internationale	adj:plural attributive
kuiper	n:cooper
berk	n:birch
graven	n:Grez-Doiceau|v:to search for information
gedogen	v:to tolerate
grist	v:plural imperative
bewoner	n:occupant
voorlopig	adj:provisional|adv:for now
wijk	n:neighborhood|v:imperative
havengebied	n:port area
nabij	adj:near|adv:near|prep:near
doorbrengen	v:to spend
besloten	v:plural past indicative|adj:private
bijeenkomst	n:meeting
komst	n:arrival
vrijgeven	v:to release
vooralsnog	adv:for the moment
blijft	v:plural imperative
betrekken	v:to live
enige	adj:plural attributive|?:only one
voorvoegsel	n:prefix
bijwonen	v:to attend
nabijgelegen	adj:nearby
loopbaan	n:career
hardlopen	v:to run fast
aankomen	v:to be acquired
aankomst	n:arrival
schikken	v:to be convenient for
lastig	adj:tough
grootte	n:size
uitdrukking	n:expression
betreffen	v:to concern
zinsdeel	n:phrase
streektaal	n:regiolect
mondeling	adj:oral
schriftelijk	adj:written
driehoek	n:triangle
echter	adv:however
bevestigen	v:to confirm
klare	adj:indefinite plural
laste	v:singular past indicative
vaste	n:single crochet|adj:plural attributive
gevuld	adj:filled
vissersschip	n:fishing ship
vissersboot	n:fishing boat
vissen	n:Pisces|v:to fish
stookolie	n:fuel oil
lekken	v:Southern form of likken
drijft	v:plural imperative
woonboot	n:houseboat
woon	n:domicile|v:imperative
ongeval	n:accident
giftig	adj:poisonous
vergif	n:poison
inmiddels	adv:meanwhile
ondertussen	adv:meanwhile
stabiliseren	v:to stabilize
kantelen	v:to tip over
graad	n:degree
kritiek	n:criticism|adj:critical
vruchten	v:to fear
afwerpen	v:to throw off
lijkt	v:plural imperative
zichtbaar	adj:visible
vlam	n:flame|v:imperative
buitenkant	n:the outer side: outside
ontwikkeling	n:development
rookontwikkeling	n:cloud of smoke
geleidelijk	adj:gradual
berging	n:rescue
bergingsbedrijf	n:nautical salvage business
onderzoeken	v:to (do) research
overheid	n:the government
bestrijding	n:suppression
bestrijden	v:to combat
onduidelijk	adj:unclear
blussen	v:to extinguish
vervangen	v:to replace
aardvarken	n:aardvark
walvis	n:whale
verrichten	v:to perform
fractie	n:fraction
omvang	n:dimension
onderdeel	n:component
exemplaar	n:copy
geheel	n:whole|adj:whole|adv:entirely
ruit	n:the shape rhombus|v:plural imperative
meetkunde	n:geometry
dierkunde	n:zoology
plantkunde	n:botany
aanhanger	n:partisan
vertegenwoordigen	v:to represent
volmondig	adj:frank|adv:frankly
mondig	adj:adult
assertief	adj:assertive
stemmen	v:to vote
instemmen	v:to agree
onderling	adj:under each other
toonhoogte	n:pitch
akkoord	n:chord|?:agreed
regeerakkoord	n:coalition agreement
regeren	v:to control
coalitie	n:coalition
verwachting	n:expectation
financiën	n:finances
gezin	n:entourage
aangepast	adj:adapted
innemen	v:to take
binnenhalen	v:to bring in
gijzelaar	n:hostage
orgel	n:organ|v:imperative
eveneens	adv:also
feestelijk	adj:festive
feesten	v:to party
gisteravond	adv:yesterday evening
memorabel	adj:memorable
gedenkwaardig	adj:memorable
gisterenavond	adv:last evening
waardig	adj:worthy
afleiden	v:to distract
afgeleide	n:derivative|v:plural attributive
integraal	n:integral|adj:integral
gegrond	adj:well-founded
grondig	adj:thorough
ondergronds	adj:underground
zin	n:meaning|v:imperative
krankzinnig	adj:insane
onzin	n:nonsense
zinloos	adj:pointless
onzinnig	adj:nonsensical
diepzinnig	adj:profound
gedenken	v:to remember
harden	v:to endure
alk	n:an auk
kluut	n:pied avocet
kanarie	n:A canary
miereneter	n:anteater
antilope	n:antelope
vleermuis	n:bat
buffel	n:a buffalo
jachtluipaard	n:cheetah
dolfijn	n:dolphin|adj:exceptionally amusing
dromedaris	n:dromedary
gnoe	n:gnu
nijlpaard	n:common hippopotamus
kangoeroe	n:a kangaroo
luipaard	n:leopard
mammoet	n:mammoth
zeekoe	n:manatee
stokstaartje	n:meerkat
moeflon	n:mouflon
vogelbekdier	n:platypus
ijsbeer	n:polar bear|v:imperative
bunzing	n:European polecat
geestdriftig	adj:enthusiastic
driftig	adj:hot-tempered
driftkikker	n:hothead
kikker	n:a frog
bosbes	n:a bilberry
perzik	n:a peach tree
appelsien	n:orange
paars	n:the colour purple|adj:purple
zedig	adj:chaste
afwijken	v:to go away
afwijking	n:deviation
aflopen	v:to end
opwelling	n:whim
neigen	v:to tend
neiging	n:tendency
heftig	adj:intense
veroorzaken	v:to cause
stichting	n:foundation
stichten	v:to found
bevorderen	v:to promote
wasbeer	n:raccoon
rendier	n:reindeer
knaagdier	n:rodent
spitsmuis	n:shrew
luiaard	n:a lazy person
eekhoorn	n:squirrel
tijger	n:tiger
wezel	n:A weasel
kaaiman	n:caiman
krokodil	n:crocodile
hagedis	n:lizard
zoogdier	n:mammal
amfibie	n:amphibian
roofvogel	n:bird of prey
roerdomp	n:great bittern
emoe	n:emu
koekoek	n:common cuckoo|adj:crazy
duiksport	n:scuba diving
ontduiken	v:to evade
ontduiking	n:evasion
belastingontduiking	n:tax evasion
opduiken	v:to bring up
bezigheid	n:busyness
schaakstuk	n:chess piece
loper	n:runner
aardrijkskunde	n:geography
delven	v:to delve
haag	n:a hedge
kleinkind	n:grandchild
verkleinwoord	n:diminutive
gelijken	v:to resemble
hoedanigheid	n:quality
overtreffen	v:to outdo
vergroten	v:to increase
hebt	v:plural imperative
mochten	v:plural past indicative
hielpen	v:plural past indicative
hadden	v:plural past indicative
konden	v:To announce
wouden	v:plural past indicative
bizon	n:bison
zirkonium	n:zirconium
cheeta	n:cheetah
beverrat	n:coypu
hermelijn	n:stoat
damhert	n:fallow deer
grizzlybeer	n:grizzly bear
bultrug	n:a humpback whale
jakhals	n:jackal
scheen	n:shin
schenen	v:plural past indicative
-yn	?:-yne
carmen	n:a female given name
achtervoegsel	n:suffix
toevoegen	v:to add
-sel	?:-age
verband	n:a bandage
verhouding	n:proportion
verhouden	v:to stand in relation to
-te	?:appended to an adjective
ette	n:judge in Drenthe
boog	n:a bow|v:imperative
poeder	n:powder
koffiehuis	n:coffeehouse
raadplegen	v:to consult
chocolaterie	n:chocolaterie
beschouwen	v:to consider
behandelen	v:to deal with
optreden	n:a performance|v:to act
treden	v:to tread
vervoeging	n:conjugation
jonkers	n:a surname
legenda	n:legend
madonna	n:Madonna
vraagt	v:plural imperative
vroegen	v:plural past indicative
leng	n:common ling
komodovaraan	n:Komodo dragon
pickles	n:piccalilli
apostrof	n:apostrophe
demente	adj:plural attributive
rechtmatig	adj:legitimate
-matig	?:appended to a noun
voorwaardelijk	adj:conditional
voorwaarde	n:condition
bepaling	n:definition
vaststellen	v:to set
besluit	n:decision|v:imperative
overweging	n:consideration
gekko	n:a gecko
poppen	v:to show off
ont-	?:un-
tuit	n:a spout|v:imperative
nol	n:dune
visse	n:European polecat
ontleding	n:analysis
ontleden	v:to break down
benaming	n:denomination
gesteldheid	n:state
verbuigen	v:to decline
naamval	n:case
buigen	v:to bow
regenboog	n:rainbow
onweer	n:thunderstorm|v:imperative
hiervoor	adv:+ dit
stoffelijk	adj:material
geleid	v:imperative
vrijwel	adv:almost
interesse	n:interest
tors	v:imperative
dilettant	n:dilettante
purist	n:purist
vademecum	n:vade mecum
mentale	adj:plural attributive
gewervelde	n:vertebrate|adj:plural attributive
crusher	n:crusher
beul	n:an executioner
weimar	n:Weimar
marja	n:a female given name
booster	n:booster
cantate	n:cantata
soutane	n:cassock
balg	n:leather bag
zang	n:singing
onderhandelaar	n:negotiator
sleutelen	v:to tinker
wijziging	n:modification
voorstel	n:proposal
voorstelling	n:show
ouderdom	n:age
aanvullen	v:to supplement
pensioen	n:pension
doorwerken	v:to continue working
voortgaan	v:to go forth
voort	n:a hamlet in Bergeijk|adv:forth
compensatie	n:compensation
krijgt	v:plural imperative
amper	adj:sour|adv:scarcely
appeltaart	n:apple pie
geoloog	n:geologist
punker	n:punk (a fan of punk rock
viroloog	n:virologist
quotiënt	n:quotient
waarna	adv:+ wat
verloop	n:course|v:imperative
gezamenlijk	adj:all
gemeenschappelijk	adj:common
geslachtsgemeenschap	n:sexual intercourse
ploeg	n:plough|v:imperative
samenstellen	v:to compose
stel	n:couple|v:imperative
verschijnen	v:to be published
mijden	v:to avoid
opkomst	n:rise
ondergang	n:the setting
bezit	n:possession|v:imperative
uitbrengen	v:to utter – e.g. a word
zonsopgang	n:sunrise
opgang	n:rising of a heavenly body
zonsopkomst	n:sunrise
zonsondergang	n:sunset
vloeibaar	adj:liquid
gasvormig	adj:gaseous
kunstmaan	n:artificial satellite
kunstmatig	adj:artificial
kunststof	n:synthetic material
zwaarte	n:heaviness
succesvol	adj:successful
ruimtevaart	n:space travel
gebrachte	v:plural attributive
scheepvaart	n:shipping
scheep	adv:aboard
afhankelijk	adj:dependent
verontreiniging	n:pollution
verontreinigen	v:to pollute
reinigen	v:to clean
rederij	n:shipping company
reder	n:shipowner
brouwerij	n:brewery
brouwer	n:brewer
milieuverontreiniging	n:environmental pollution
welvaart	n:welfare
verschijnsel	n:phenomenon
welzijn	n:well-being
zware	adj:plural attributive
nederlaag	n:defeat
erkende	v:plural attributive|adj:plural attributive
prisma	n:prism
promille	n:permille
asbest	n:asbestos
paria	n:pariah
programma	n:program
opaal	n:opal
topaas	n:topaz
loos	n:a surname|v:imperative|adj:blank
kosmos	n:cosmos
bolero	n:bolero
felle	adj:plural attributive
claxon	n:horn
concept	n:concept
ella	n:a female given name
kende	v:singular past indicative
wisten	v:plural past indicative
competente	adj:plural attributive
consistente	adj:plural attributive
bami	n:short for bami goreng
tienen	n:Tienen
bedel	n:a charm|v:imperative
bik	v:imperative
uitgeven	v:to spend
uitkiezen	v:to select
gooien	v:to throw
opletten	v:to pay attention
commies	n:supervising official
bacterie	n:bacterium
baken	n:beacon
analogie	n:analogy
maaien	v:to mow
baai	n:bay
kraai	n:a person dressed in black|v:imperative
kraaien	v:to crow
beertje	n:all senses and etymologies
hooi	n:hay
couveuse	n:An incubator
doei	?:bye
roeien	v:to row
beschermer	n:protector
verstoten	v:to disown
stoten	v:to push
verzorger	n:caretaker
verzorgen	v:to take care of
speelt	v:plural imperative
knuffelen	v:to cuddle
knuffelt	v:plural imperative
geeft	v:plural imperative
opvoeding	n:upbringing
opvoeden	v:to raise
storen	v:to interfere with
gestoord	adj:deranged
beteren	v:to improve
rechter	n:judge|adj:right
prooi	n:prey
meeuw	n:a seagull
doodgeboren	adj:stillborn
aldus	adv:thus
overlijden	v:to die
handmatig	adj:manual|adv:manually
buitengewoon	adj:extraordinary|adv:extraordinarily
alweer	adv:once again
voeg	n:junction|v:imperative
vertakken	v:to branch off
vertakking	n:branch
barsten	v:to crack
opleveren	v:to result
leveren	v:to supply
krachtens	prep:under
overeenkomst	n:similarity
werknemer	n:an employee
werkgever	n:an employer
wegwerken	v:to eliminate
slepen	v:to slide
insigne	n:an insignia
touw	n:rope
kaan	v:imperative
stabilisator	n:stabilizer
wezen	n:a being|v:synonym of zijn
uitstekend	adj:outstanding
uitsteken	v:to stick out
tachtig	n:eighty
negentig	n:ninety
downloaden	v:to download
materialist	n:materialist
psychiatrie	n:psychiatry
meteorologie	n:meteorology
ruben	n:Reuben
jongleur	n:a juggler
akker	n:agricultural field
pols	n:wrist
bruins	adj:partitive of bruin
zog	n:mother's milk
biologie	n:biology
rui	n:moat|v:imperative
riant	adj:lavish
ratel	n:ratchet|v:imperative
geeuwen	v:to yawn
geeuw	n:yawn|v:imperative
unicum	n:unicum
hoorn	n:a horn
ravijn	n:ravine
beek	n:brook
afgrond	n:abyss
bijl	n:axe
goot	n:gutter
stikstof	n:nitrogen
stok	n:stick|v:imperative
linker	adj:left
tof	adj:cool|?:great!
banga	n:slut
geheim	n:secret|adj:secret|adv:secretly
irritante	adj:plural attributive
heng	n:moving leaf of a hinge
brander	n:blowtorch
hakken	v:to hack
jehova	n:Jehovah
effe	adv:shortly; for a moment
calvados	n:calvados
narwal	n:narwhal
potvis	n:sperm whale
buizerd	n:common buzzard
ervaring	n:experience
misdaad	n:felony
mojito	n:mojito
-iste	?:-ist in the female form
gordeldier	n:armadillo
chimpansee	n:chimpanzee
boei	n:buoy|v:imperative
henoch	n:Enoch
seksen	v:to have sex
illegale	adj:indefinite plural
legale	adj:plural attributive
gilet	n:waistcoat
kluis	n:a safe
kompas	n:compass
sluis	n:sluice|v:imperative
slurf	n:trunk
doodstraffen	v:to execute
klauw	n:an animal's claw
mouw	n:sleeve
spreeuw	n:common starling
havik	n:A hawk
krans	n:wreath
pinguïn	n:penguin
ijsvogel	n:common kingfisher
karel	n:a male given name
immigrante	n:female immigrant
hek	n:fence
sanaa	n:Sanaa
carmel	n:a neighbourhood of Hulst
gok	n:gamble|v:imperative
klem	n:clamp|v:imperative|adj:stuck
bizar	adj:bizarre
prut	?:Sound of a thick
gehucht	n:hamlet
linie	n:a neighbourhood of Hulst
nadenken	v:to ponder
trompet	n:trumpet
laterale	adj:plural attributive
brede	adj:plural attributive
anatomie	n:anatomy
ooi	n:ewe
hausse	n:economic bubble
boulanger	n:Solanum melongena
herder	n:a herdsman
volte	n:turning
klarinet	n:clarinet
tast	n:touch|v:imperative
plak	n:a slice|v:imperative
bodemloos	adj:bottomless
duik	n:dive|v:imperative
etui	n:an étui
inval	n:inspiration
hom	n:milt
tyfus	?:shit! damn!
ida	n:a female given name
smarten	v:to grieve
achthoek	n:octagon
numeri	n:Numbers
seizoen	n:a season
schok	n:shock|v:imperative
onmiddellijk	adj:immediate|adv:immediately
landman	n:farmer
pyramide	n:a hamlet in Sluis
stengel	n:stalk
moralist	n:moralist
monseigneur	n:monsignor
kurkuma	n:turmeric
filmmaker	n:filmmaker
technologie	n:technology
couvert	n:cutlery
muesli	n:mixed food for herbivores
fotocamera	n:photography camera
orchis	n:orchid
brom	v:imperative
chauvinisme	n:chauvinism
ouverture	n:overture
rokken	n:distaff
skaten	v:to skate
kabinet	n:cabinet
kapitalist	n:capitalist
mathematica	n:mathematics
fase	n:phase
nico	n:a male given name
westfalen	n:Westphalia
speur	v:imperative
smid	n:a smith
burgers	n:a surname
offerte	n:quotation
raat	n:honeycomb
corvee	n:household chores
verbale	adj:plural attributive
pornografie	n:pornography
tangens	n:tangent
spion	n:spy
colonne	n:column
demagogie	n:demagoguery
papegaai	n:parrot
albe	n:alb
laborant	n:lab assistant
vitamine	n:vitamin
klauwier	n:shrike
zwaluw	n:a swallow
regionale	adj:plural attributive
papaya	n:a village in Aruba
pul	n:tankard
proces	n:a process
spray	n:spray
novum	n:a novelty
biomassa	n:biomass
astrologie	n:astrology
fucken	v:to fuck
zinvol	adj:meaningful
inderdaad	adv:indeed
farmacie	n:chemist
extern	adj:external
dominante	adj:plural attributive
verloving	n:engagement
genetica	n:genetics
allergie	n:allergy
minimale	adj:plural attributive
ene	n:a-one|?:one
dynamisch	adj:dynamic
gilden	v:plural past indicative
kneed	v:imperative
irma	n:a female given name
slinks	adj:sneaky
fissa	n:party
larve	n:grub
alzo	?:so
utopie	n:Utopia
antenne	n:antenna
materie	n:matter
fotografie	n:photography
glorie	n:glory
chirurgie	n:surgery
colli	n:parcel
operette	n:operetta
ecologie	n:ecology
economie	n:economics
geografie	n:geography
industrie	n:an industry
tragedie	n:tragedy
ischemie	n:ischaemia
rotte	n:a hamlet in Lansingerland|adj:plural attributive
regie	n:production
territoriale	adj:plural attributive
valuta	n:currency
uitschakelen	v:to switch off
bewust	adj:conscious|adv:deliberately
tros	n:raceme
ina	n:a female given name
autopsie	n:dissection
aspirine	n:aspirin
bolle	adj:plural attributive
ideologie	n:ideology
manco	n:shortage
geologie	n:geology
autonomie	n:autonomy
archeologie	n:archaeology
filosofie	n:philosophy
categorie	n:category
autostrade	n:highway
assemblee	n:assembly
morfologie	n:morphology
compagnie	n:a company
periferie	n:periphery
particulier	n:private individual|adj:private
demografie	n:demography
biografie	n:biography
entropie	n:entropy
insuline	n:insulin
entomologie	n:entomology
helderziendheid	n:clairvoyance
ironie	n:irony
